"FOLLOWERS_COUNT","PREDICTED","ABS_DIFF_PRED","PERC_DIFF_PRED"
1266,459.779628021473,806.220371978527,63.6824938371664
149,397.973590936624,248.973590936624,167.096369756124
182,366.105951803851,184.105951803851,101.157116375742
226,366.425842451116,140.425842451116,62.1353285181929
593,573.606535031269,19.3934649687307,3.27039881428847
1257,3323.5038332014,2066.5038332014,164.399668512442
636,631.519995128842,4.48000487115758,0.70440328162855
618,358.162465855094,259.837534144906,42.044908437687
436,423.31404364077,12.6859563592296,2.90962301817194
315,269.774895107929,45.2251048920713,14.3571761562131
1014,1781.45898417354,767.458984173544,75.6862903524205
620,879.913112102716,259.913112102716,41.9214696939865
127,278.417239593854,151.417239593854,119.226172908547
349,203.844288778806,145.155711221194,41.5918943327205
163,185.151979442666,22.1519794426663,13.5901714372186
202,281.211832155195,79.2118321551953,39.2137782946511
467,329.423735747999,137.576264252001,29.4595854929338
2947,2959.09161228593,12.0916122859298,0.410302418932129
103,322.704743939761,219.704743939761,213.305576640544
607,630.498556450094,23.4985564500939,3.8712613591588
321,372.037112451007,51.0371124510073,15.8994119785069
336,484.724780356871,148.724780356871,44.263327487164
2598,2281.57699326859,316.423006731409,12.1794844777294
2392,1114.76898414542,1277.23101585458,53.3959454788706
259,685.488912132736,426.488912132736,164.667533641983
1337,1314.88393319667,22.1160668033303,1.65415608102695
501,344.322257164582,156.677742835418,31.2730025619597
3438,2902.78370104446,535.216298955536,15.5676643093524
39111,30924.7451270472,8186.25487295284,20.9308247627339
3614,4396.2791704278,782.279170427799,21.6457988496901
379,629.424549558015,250.424549558015,66.075079039054
167,142.721269854001,24.2787301459986,14.538161764071
1748,1334.05731327629,413.942686723715,23.6809317347663
853,1308.56582474772,455.565824747717,53.4074823854298
202,280.169078194188,78.1690781941882,38.6975634624694
282,156.747647691185,125.252352308815,44.4157277690834
4377,2264.26491653273,2112.73508346727,48.2690217835794
941,2477.73216361563,1536.73216361563,163.308412711544
260,518.531245237223,258.531245237223,99.4350943220089
116,214.910152484118,98.9101524841181,85.2673728311363
2218,3080.10650296572,862.106502965716,38.8686430552622
499,631.223532543151,132.223532543151,26.4977019124551
233,218.428194743122,14.5718052568778,6.25399367247976
1279,340.242178166808,938.757821833192,73.3977968595146
1035,1189.77914530606,154.779145306056,14.9545067928557
412,333.809720331214,78.1902796687858,18.9782232205791
1597,3200.69394573088,1603.69394573088,100.419157528546
114,249.671160141142,135.671160141142,119.009789597493
381,749.227141318326,368.227141318326,96.6475436531039
2343,1782.37761476786,560.62238523214,23.9275452510516
592,352.000024919799,239.999975080201,40.540536331115
279,206.509717420996,72.4902825790035,25.9821801358436
533,633.64350836768,100.64350836768,18.8824593560375
525,370.235289763968,154.764710236032,29.4789924259108
144,145.920587244187,1.92058724418709,1.33374114179659
671,459.87201490906,211.12798509094,31.4646773607958
572,518.964706963789,53.0352930362111,9.27190437695998
118,237.346498924688,119.346498924688,101.141100783634
308,421.017461150631,113.017461150631,36.6939808930619
353,781.328223322134,428.328223322134,121.339440034599
260,239.759046244553,20.2409537554469,7.78498221363342
882,980.433579164226,98.4335791642266,11.160269746511
119,205.702721067149,86.7027210671494,72.8594294681928
271,195.884103275821,75.1158967241789,27.7180430716527
403,325.630766151989,77.3692338480109,19.198321054097
122,376.288019482801,254.288019482801,208.432802854755
7091,2968.90510312031,4122.09489687969,58.1313622462233
168,245.503861131595,77.5038611315946,46.1332506735682
147,352.941007318778,205.941007318778,140.095923346107
1657,810.487170758157,846.512829241843,51.0870747882826
1161,1800.1494263423,639.1494263423,55.0516301759087
1005,833.5001505918,171.4998494082,17.0646616326567
1078,614.835978396738,463.164021603262,42.9651225977052
328,390.612195850989,62.6121958509888,19.0890841009112
4511,3502.11997506352,1008.88002493648,22.3648863874192
4680,2198.33313180917,2481.66686819083,53.0270698331374
19517,9332.17389793286,10184.8261020671,52.1843833686895
2579,1613.99965336245,965.000346637552,37.4176171631466
238,278.73983634363,40.7398363436297,17.1175782956427
1072,1017.95315855431,54.0468414456946,5.04168297068046
959,663.856932429644,295.143067570357,30.7761280052509
384,403.771841577805,19.7718415778047,5.14891707755331
1399,901.030642334754,497.969357665246,35.5946645936559
112,159.445049077436,47.4450490774364,42.3616509619968
1481,2065.88026621628,584.880266216278,39.4922529518081
137,413.495725573963,276.495725573962,201.821697499243
109,332.673305239753,223.673305239753,205.204867192434
596,686.22681173832,90.2268117383201,15.1387268017316
123,423.39816992129,300.39816992129,244.226154407553
694,568.164726281734,125.835273718266,18.1318838210758
9209,6079.87601208079,3129.12398791922,33.9789769564471
695,658.739225862124,36.2607741378761,5.21737757379512
112,183.465139967663,71.4651399676631,63.8081606854135
228,146.757726576083,81.2422734239175,35.6325760631217
467,360.420948689948,106.579051310052,22.8220666616814
13348,3155.11329326525,10192.8867067348,76.3626513839883
144,292.162397746819,148.162397746819,102.890553990847
300,263.655331609852,36.3446683901477,12.1148894633826
522,936.652289998537,414.652289998537,79.4353045974209
322,656.182350203786,334.182350203786,103.783338572604
153,176.882313290016,23.8823132900154,15.6093550915134
1703,1131.76442967342,571.23557032658,33.5428990209383
380,865.309273487213,485.309273487213,127.712966707161
148,280.195455398498,132.195455398498,89.3212536476337
128,305.840738740933,177.840738740933,138.938077141354
685,243.147268970609,441.852731029391,64.5040483254586
336,590.752448718769,254.752448718769,75.8191811663002
311,394.474428196711,83.4744281967107,26.8406521532832
200,268.126172195868,68.1261721958678,34.0630860979339
243,339.727523309127,96.7275233091273,39.805565147789
272,166.098765697355,105.901234302645,38.9342773171487
1060,75.3170480460453,984.682951953955,92.8946181088637
654,1030.56517681718,376.565176817181,57.5787732136362
790,689.46330847669,100.536691523311,12.7261634839634
171,178.064320354191,7.06432035419149,4.13118149367924
215,641.007334613654,426.007334613654,198.142946331932
155,520.987511661229,365.987511661229,236.120975265309
44736,147498.702017441,102762.702017441,229.709187270746
183,168.94719126241,14.0528087375899,7.6791304576994
178,201.921528384597,23.9215283845971,13.4390608902231
2492,1591.29954212444,900.700457875556,36.1436780848939
275,270.258629102037,4.74137089796284,1.72413487198649
517,556.469217344479,39.4692173444789,7.63427801634022
474,292.743423634771,181.256576365229,38.2397840432973
310,594.225499630528,284.225499630528,91.6856450421059
123,47.1685155687457,75.8314844312544,61.6516133587434
110,164.256125353396,54.2561253533958,49.3237503212689
1076,641.987766833763,434.012233166237,40.3357094020666
190,396.245117144489,206.245117144489,108.550061654994
403,225.135118628906,177.864881371094,44.1352062955569
321,551.878562589307,230.878562589307,71.9247858533666
12588,4032.7704859692,8555.2295140308,67.963373959571
894,883.159011728795,10.8409882712052,1.21263850908336
277,386.261957462286,109.261957462286,39.4447499863848
146,135.370708042137,10.6292919578627,7.28033695744019
8399,11859.7309496251,3460.73094962514,41.2040832197302
347,397.415866399705,50.4158663997052,14.5290681267162
177,249.000445527086,72.0004455270862,40.6782178119131
127,230.195306595805,103.195306595805,81.2561469258304
121,100.699420893926,20.3005791060743,16.7773381041936
1444,1069.24799732067,374.752002679334,25.9523547561865
2163,2112.1426617516,50.8573382483978,2.35124078818298
1221,988.88195575774,232.11804424226,19.0104868339279
720,383.411574467038,336.588425532962,46.7483924351336
453,289.593434938246,163.406565061754,36.0720894176058
206,173.598207932861,32.401792067139,15.7290252753102
580,963.919885047166,383.919885047166,66.1930836288217
353,649.06448853499,296.06448853499,83.8709599249263
309,334.701132227996,25.7011322279961,8.3175185203871
562,578.823567131078,16.8235671310781,2.99351728310998
209,315.864813171371,106.864813171371,51.1314895556801
596,625.17138876539,29.17138876539,4.89452831634061
1140,346.757836600252,793.242163399749,69.5826459122586
469,331.62810926625,137.37189073375,29.2903818195628
190,152.742145034983,37.2578549650172,19.6093973500091
1214,4455.28882890864,3241.28882890864,266.992490025423
17496,16627.1210174716,868.878982528408,4.96615787910612
412,431.51102482533,19.5110248253301,4.73568563721605
663,711.827697072951,48.827697072951,7.36466019199864
380,380.761525255626,0.761525255625713,0.200401383059398
1146,1198.02371431038,52.0237143103834,4.53959112656051
8652.99999999999,2114.83544586388,6538.16455413611,75.5595117778356
234,368.93354065242,134.93354065242,57.6639062617181
288,130.587101492455,157.412898507545,54.6572564262308
1204,1218.54445526627,14.544455266273,1.20801123474028
27945,9477.91322073464,18467.0867792654,66.0836885999834
10271,908.548611483168,9362.45138851684,91.154234139975
271,328.014065764456,57.0140657644557,21.0384006510907
165,435.060555553814,270.060555553814,163.673063972009
140,236.366690002881,96.3666900028812,68.833350002058
143,178.000621118697,35.0006211186971,24.4759588242637
229,207.3742547888,21.6257452112,9.44355686078602
1004,971.705328223499,32.2946717765008,3.21660077455187
217,291.85539016164,74.8553901616404,34.4955715030601
659,303.04097584547,355.95902415453,54.015026427091
134,216.20568740134,82.2056874013398,61.3475279114476
1220,1565.68241638116,345.682416381161,28.3346242935378
316,157.701313884513,158.298686115487,50.0945209226225
1971,1327.60994693445,643.390053065546,32.6428235954107
1036,948.470001529606,87.5299984703938,8.44884155119631
638,479.003017761311,158.996982238689,24.9211570907037
180,252.271260221117,72.2712602211172,40.1507001228429
404,373.75552070154,30.2444792984601,7.48625725209408
1308,902.967102939036,405.032897060965,30.9658178181166
1047,349.989923094397,697.010076905603,66.572118138071
286,139.907152478918,146.092847521082,51.0814152171614
1569,457.037178841538,1111.96282115846,70.8707980343188
323,688.521989137967,365.521989137967,113.164702519494
101,345.20259590692,244.20259590692,241.784748422694
142,179.75823634543,37.7582363454296,26.5903072855138
1342,954.683218772348,387.316781227652,28.8611610452796
2841,808.723855529613,2032.27614447039,71.5338312027591
347,614.479880863145,267.479880863145,77.083539153644
18161,19220.5569538818,1059.55695388182,5.8342434551061
170,457.123028674267,287.123028674267,168.895899220157
607,226.215935465626,380.784064534374,62.7321358376235
217,296.574888534049,79.5748885340491,36.6704555456447
712,823.790682673617,111.790682673617,15.7009385777552
1444,1383.29432861784,60.7056713821571,4.20399386303027
545,701.756896795538,156.756896795538,28.7627333569795
334,399.194340196483,65.1943401964829,19.5192635318811
158,220.730429646831,62.7304296468312,39.7028035739438
118,174.424241523124,56.4242415231243,47.8171538331561
687,619.209941960165,67.7900580398353,9.86754847741417
128,269.288751887394,141.288751887394,110.381837412026
670,319.879247128786,350.120752871214,52.2568287867484
29504,4368.80959083885,25135.1904091612,85.1924837620701
731,487.295661797996,243.704338202003,33.33848675814
415,605.699732893114,190.699732893114,45.9517428658106
162,253.300519653072,91.3005196530725,56.3583454648596
212,198.696274177255,13.3037258227456,6.27534236921961
691,489.908662541374,201.091337458626,29.1014960142729
1103,1375.35040597358,272.350405973581,24.6917865796538
169,318.403997831148,149.403997831148,88.4047324444661
