ID,CREATED_AT,STATUSES_COUNT,FRIENDS_COUNT,LISTED_COUNT,USER_FAVORITES,HAS_BEEN_VERIFIED,FOLLOWERS_COUNT,DESCRIPTION_LEN,HAS_URL,HAS_LOCATION,REPLIES,MENTIONS,RETWEETS_OF_USER_TWEETS,RETWEETS_BY_USER,FAVORITE_COUNT_FOR_USER,HASHTAGS,BROADCAST_COMMS,QUOTES,URLS,TWEETS_EXAMINED
2987234636,Sat Jan 17 15:47:20 +0000 2015,81422,1422,20,0,False,1257,33,False,False,0,1,389,0,589,430,3205,0,3605,3206
714015614642180096,Sun Mar 27 09:06:03 +0000 2016,79,36,0,5,False,36,25,True,True,36,36,1,8,21,6,39,3,5,83
3063456583,Thu Mar 05 19:11:04 +0000 2015,2482,47,0,3188,False,62,19,False,False,5,10,0,2451,6,7,15,4,7,2473
335583065,Thu Jul 14 22:29:55 +0000 2011,18816,660,3,19190,False,636,64,False,True,1097,2596,190,1374,396,1118,55,7,319,3219
2540880648,Mon Jun 02 06:42:07 +0000 2014,262,20,0,5463,False,19,38,True,True,112,112,1,8,88,1,101,0,0,221
995358740,Fri Dec 07 16:05:26 +0000 2012,5603,275,1,1213,False,618,20,False,True,871,1256,331,878,989,27,1329,50,59,3132
102501887,Wed Jan 06 22:40:10 +0000 2010,57694,158,31,68,False,436,121,False,False,573,242,573,850,416,305,2146,137,552,3225
2315081101,Tue Jan 28 07:47:52 +0000 2014,26065,196,25,2190,False,315,23,False,True,1251,1271,93,224,125,67,1735,94,140,3206
44882558,Fri Jun 05 12:40:49 +0000 2009,6431,1476,32,9473,False,1014,127,True,True,621,1485,1262,1730,1202,979,665,547,737,3224
525977358,Fri Mar 16 03:02:15 +0000 2012,19693,1510,1,5132,False,620,80,False,True,63,91,53,2974,212,31,150,22,89,3197
257058283,Thu Feb 24 16:51:28 +0000 2011,37018,364,5,7078,False,127,47,False,True,16,18,22,1413,15,15,1803,1,30,3234
436241660,Tue Dec 13 23:34:48 +0000 2011,3965,234,2,18,False,349,108,False,True,957,1047,324,789,21,130,1555,1,62,3187
3466402579,Sun Sep 06 03:42:17 +0000 2015,12,13,0,7,False,1,0,False,False,4,5,0,1,1,0,7,0,2,13
2369398291,Sun Mar 02 21:09:05 +0000 2014,324,151,0,395,False,163,0,False,False,22,17,13,256,69,0,41,2,2,311
2261398354,Sat Jan 04 06:21:53 +0000 2014,8444,294,2,6895,False,202,42,False,True,462,505,88,986,779,65,1764,69,174,3183
292739019,Wed May 04 04:24:15 +0000 2011,26503,318,0,2105,False,467,103,False,True,371,403,421,2298,43,7,522,12,12,3190
568833316,Wed May 02 05:44:30 +0000 2012,11905,1792,628,3854,False,2947,118,True,True,58,1557,362,507,1457,4756,1586,21,2510,3244
885643710,Wed Oct 17 00:34:18 +0000 2012,1438,525,4,2333,False,103,97,False,True,394,656,33,700,278,94,278,120,163,1436
716996419,Wed Jul 25 23:45:34 +0000 2012,10738,437,1,4436,False,607,12,False,False,435,477,773,1841,1515,18,766,35,53,3042
1480735278,Mon Jun 03 22:22:36 +0000 2013,1846,2,1,0,False,0,0,False,False,0,0,0,0,0,5557,1853,0,1853,1853
708221470065991680,Fri Mar 11 09:22:11 +0000 2016,77,295,0,38,False,321,61,False,False,0,0,52,58,34,0,19,0,0,77
4196788754,Wed Nov 11 02:44:15 +0000 2015,412,1162,3,701,False,336,93,True,True,16,31,3,384,17,7,7,0,1,413
733862810380165121,Sat May 21 03:31:43 +0000 2016,2,109,0,14,False,15,110,False,True,1,1,0,0,1,0,1,0,0,2
2984636973,Sun Jan 18 21:17:24 +0000 2015,248830,29996,225,5,False,120809,105,True,False,0,2,678,3213,29,12,2,0,0,3217
3382029610,Sat Jul 18 17:16:01 +0000 2015,82160,3672,3,3406,False,2598,37,True,True,69,85,125,2694,154,2,426,10,10,3193
499700360,Wed Feb 22 11:34:21 +0000 2012,231697,368,96,72687,False,1127,65,False,False,185,186,58,870,664,1,2125,0,3,3181
3221224554,Wed May 20 10:18:37 +0000 2015,46932,147,33,268,False,2392,148,False,True,1069,1109,30789,1177,2879,641,1019,170,285,3241
872506146,Wed Oct 10 21:14:02 +0000 2012,283235,561,368,2,False,724,127,True,True,0,0,8,0,19,11,3228,0,3213,3228
3081218524,Mon Mar 09 08:26:32 +0000 2015,4175,0,0,0,False,0,65,False,False,0,0,0,0,0,0,3244,0,0,3244
706866085442654208,Mon Mar 07 15:36:22 +0000 2016,3179,53,5,847,False,50,119,False,False,844,849,80,481,747,49,1839,4,96,3165
106703438,Wed Jan 20 11:56:54 +0000 2010,41657,600,8,200,False,259,51,True,True,1124,1133,105,1057,860,437,1060,21,80,3192
3219357234,Mon May 18 13:20:39 +0000 2015,44563,533,1,101,False,1337,0,False,True,568,1631,3736,2566,251,84,100,71,77,3245
576290519,Thu May 10 14:47:04 +0000 2012,132990,354,18,9144,False,656,74,False,False,1452,1640,127,378,531,62,1348,16,76,3213
3321226832,Thu Aug 20 10:42:21 +0000 2015,2303,444,0,398,False,501,114,False,False,1380,1590,197,363,1504,5,530,1,4,2242
4288466414,Thu Nov 19 09:41:24 +0000 2015,2182,3511,24,3942,False,3438,17,False,True,474,492,1303,672,2953,316,1032,66,161,2169
2934740033,Sun Dec 21 05:08:14 +0000 2014,1971,31269,84,167,False,39111,72,False,False,0,1,1604,1575,1539,0,202,0,50,1778
2885101912,Thu Nov 20 00:51:58 +0000 2014,8067,90,0,1986,False,76,16,False,True,2392,2490,17,337,484,48,586,1,5,3243
565775228,Sat Apr 28 22:03:23 +0000 2012,30316,4061,33,2,False,3614,87,False,True,56,56,189,0,934,0,3189,0,0,3245
1056622296,Thu Jan 03 02:07:25 +0000 2013,6146,457,1,3400,False,379,67,False,True,678,802,646,1905,2384,35,555,11,27,3134
983171228,Sat Dec 01 19:21:00 +0000 2012,672,247,0,17,False,167,108,False,False,47,63,11,597,2,3,11,0,7,668
92598418,Wed Nov 25 19:56:10 +0000 2009,30724,898,16,508,False,1748,146,False,True,847,1791,435,2280,350,315,45,0,41,3220
2474075257,Fri May 02 13:58:52 +0000 2014,4040,16,0,7,False,11,0,False,False,0,0,0,0,0,1,3222,0,3040,3222
718734206612836353,Sat Apr 09 09:36:03 +0000 2016,9242,1079,3,7456,False,853,113,False,False,308,451,454,2905,291,0,2,0,1,3214
192334161,Sat Sep 18 21:06:19 +0000 2010,3043,569,1,270,False,202,61,False,True,460,528,87,92,152,3596,2417,13,1448,3016
3379829385,Fri Jul 17 04:42:52 +0000 2015,464,200,0,903,False,282,18,False,False,197,252,25,70,92,0,196,10,21,466
205585150,Thu Oct 21 05:40:20 +0000 2010,151609,240,21,10269,False,1633,130,False,True,289,286,710,2217,172,189,727,1,59,3222
2366147252,Fri Feb 28 22:06:32 +0000 2014,62571,3052,9,31137,False,4377,77,False,False,562,1188,662,2380,970,112,274,159,181,3210
705747546245885952,Fri Mar 04 13:31:41 +0000 2016,2180,2,0,1,False,4,98,False,False,0,1,0,0,3,0,2179,0,2175,2180
3269988660,Mon Jul 06 13:14:28 +0000 2015,24174,1547,6,17360,False,941,0,False,True,394,1450,2790,2702,451,451,32,10,12,3150
499922403,Wed Feb 22 16:33:05 +0000 2012,65738,223,6,5458,False,260,73,True,True,1128,1187,575,1204,726,84,1046,67,120,3236
389132323,Tue Oct 11 22:29:54 +0000 2011,18434,731,0,4555,False,116,132,False,True,60,57,5,2854,7,2,213,0,0,3120
950287129,Thu Nov 15 18:54:01 +0000 2012,20440,1668,121,0,False,2218,47,False,True,0,0,65,0,155,57,3232,0,3646,3232
