ID,CREATED_AT,STATUSES_COUNT,FRIENDS_COUNT,LISTED_COUNT,USER_FAVORITES,HAS_BEEN_VERIFIED,FOLLOWERS_COUNT,DESCRIPTION_LEN,HAS_URL,HAS_LOCATION,REPLIES,MENTIONS,RETWEETS_OF_USER_TWEETS,RETWEETS_BY_USER,FAVORITE_COUNT_FOR_USER,HASHTAGS,BROADCAST_COMMS,QUOTES,URLS,TWEETS_EXAMINED
1714711262,Sat Aug 31 05:39:43 +0000 2013,65796,20,3,0,False,1060,49,True,False,0,0,6,0,82,3419,3217,0,3214,3217
22273163,Sat Feb 28 17:00:26 +0000 2009,445840,1868,36,19679,False,1174,105,False,False,3222,3243,24,0,182,7,9,0,0,3231
2194728087,Sun Nov 24 22:42:10 +0000 2013,32114,738,1,8841,False,654,21,True,True,303,372,794,1765,480,7,1112,168,194,3192
1189046166,Sun Feb 17 10:27:16 +0000 2013,79989,393,35,16715,False,790,107,True,False,475,484,196,1352,1012,153,1385,12,176,3218
373035991,Tue Sep 13 21:42:36 +0000 2011,1168,449,0,60,False,171,108,False,True,56,137,10,932,3,3,125,0,11,1141
81568974,Sun Oct 11 10:46:54 +0000 2009,36792,728,5,25854,False,215,39,True,True,9,23,4,3194,5,0,2,0,12,3215
185789961,Wed Sep 01 21:06:16 +0000 2010,432625,786,48,0,False,901,148,True,True,0,1,13,0,74,692,3226,0,3240,3227
733965392981295104,Sat May 21 10:19:20 +0000 2016,27,77,0,30,False,20,60,False,False,5,5,0,22,0,0,0,0,0,27
14257974,Sun Mar 30 13:05:43 +0000 2008,12572,426,9,2695,False,155,20,False,True,693,856,112,1824,434,58,619,23,336,3233
803054384,Tue Sep 04 19:30:49 +0000 2012,10495,36207,70,6442,False,44736,20,True,False,0,8,195514,31,461529,6,3182,0,2,3217
2762121769,Sun Aug 24 11:05:06 +0000 2014,18201,116,1,8867,False,183,20,False,False,427,432,240,1191,475,75,1597,3,11,3207
4786963910,Wed Jan 20 04:15:58 +0000 2016,10800,149,1,80,False,178,61,False,True,2629,2882,224,16,206,23,572,36,45,3232
3207386644,Sat Apr 25 19:10:55 +0000 2015,37310,1258,52,1713,False,2492,14,True,True,1159,1230,221,1400,727,106,623,144,152,3205
712662178051043328,Wed Mar 23 15:27:58 +0000 2016,1176,38,3,2590,False,73,86,False,False,339,1189,148,275,562,75,26,9,27,1185
2418274033,Sun Mar 30 01:48:25 +0000 2014,7793,373,0,15655,False,275,15,False,True,317,485,34,2637,202,3,237,124,140,3203
2172388349,Thu Nov 07 17:53:14 +0000 2013,48083,297,21,15617,False,517,62,False,True,324,539,144,2777,158,16,88,15,20,3195
3328076915,Mon Jun 15 22:18:46 +0000 2015,4215,166,0,378,False,474,47,False,False,209,240,1121,613,941,7,2358,241,283,3191
1088920448,Mon Jan 14 12:41:09 +0000 2013,23227,0,0,0,False,23,0,False,False,0,0,0,0,4,0,3209,0,3513,3209
379766469,Sun Sep 25 14:39:32 +0000 2011,1277,47,1,11,False,47,99,False,True,20,191,6,117,15,164,977,101,802,1285
237910775,Thu Jan 13 22:52:05 +0000 2011,3158,252,2,6001,False,98,119,False,True,562,866,107,2498,167,100,65,7,63,3157
3269060486,Sun Jul 05 12:46:43 +0000 2015,12410,246,19,300,False,310,133,True,True,2078,2194,617,170,949,13,980,1,8,3207
3197115782,Sat May 16 08:27:06 +0000 2015,6313,34,0,46,False,123,68,False,True,1745,1142,52,188,82,18,1917,223,316,3225
2699772218,Sat Aug 02 03:14:37 +0000 2014,2473,240,1,11241,False,110,45,False,False,1365,1453,22,846,658,27,269,0,88,2473
2272081842,Wed Jan 01 20:48:35 +0000 2014,5828,405,0,5642,False,1076,25,True,True,298,513,723,1775,4402,62,1017,23,43,3181
733971972053303296,Sat May 21 10:45:29 +0000 2016,181,20,0,3,False,19,0,False,False,118,119,1,80,4,0,3,0,0,201
3288539386,Mon May 18 14:52:40 +0000 2015,13811,369,4,8047,False,190,88,False,True,837,867,159,944,1473,99,1424,9,51,3202
1690599272,Thu Aug 22 09:53:49 +0000 2013,16452,894,0,1676,False,403,45,False,True,2,3,0,3190,0,4,10,0,0,3202
1310116142,Thu Mar 28 10:23:13 +0000 2013,190106,79,21,4,False,403,137,True,True,0,0,0,0,11,2,3233,0,3234,3233
40274365,Fri May 15 16:24:07 +0000 2009,118030,143,341,618,False,57608,38,True,True,0,0,157,2,424,2372,3198,0,3196,3200
1970427668,Sat Oct 19 05:07:25 +0000 2013,1501,1078,18,225,False,321,160,True,True,453,911,24,602,84,69,473,13,416,1623
176928660,Tue Aug 10 20:26:58 +0000 2010,2179,713,24,210,False,12588,126,False,True,61,405,49898,188,20696,1933,1720,0,1061,2165
1881154993,Wed Sep 18 22:45:11 +0000 2013,21749,1003,8,7823,False,894,160,False,True,484,585,255,1852,792,140,891,138,272,3221
1438658088,Sat May 18 15:29:33 +0000 2013,17406,264,24,2862,False,277,154,False,True,701,741,147,1331,520,165,1195,7,71,3205
2497390469,Sun Apr 20 14:39:17 +0000 2014,644,131,0,1177,False,146,130,False,True,24,40,50,173,80,26,432,3,10,638
18911619,Mon Jan 12 19:24:46 +0000 2009,65634,6864,128,3,False,8399,159,True,False,0,267,733,0,1443,2650,2962,0,3229,3211
1325735515,Thu Apr 04 00:03:15 +0000 2013,556,48,0,152,False,36,0,False,False,361,418,21,30,154,23,139,0,16,557
3929855532,Sat Oct 17 23:38:28 +0000 2015,4545,366,6,2935,False,347,157,False,False,789,716,455,541,1887,20,1976,0,0,3226
2487656731,Sat May 10 11:05:44 +0000 2014,1818,255,1,2250,False,177,28,False,True,596,635,58,406,1245,38,775,4,40,1785
2373881616,Wed Mar 05 14:51:34 +0000 2014,171442,10,2,0,False,0,17,False,False,0,0,0,0,0,0,3237,0,0,3237
3229983776,Fri May 29 17:34:25 +0000 2015,8177,132,3,6253,False,127,99,False,False,115,250,1394,1531,419,1951,1516,219,315,3228
3071919721,Tue Mar 10 19:55:41 +0000 2015,83627,17,4,3,False,6,52,False,False,9,43,8,133,0,55,3079,0,9,3244
587338289,Tue May 22 11:10:30 +0000 2012,3141,116,4,2868,False,121,146,False,True,905,997,21,753,220,32,1313,7,41,3046
2655562358,Fri Jul 18 03:27:25 +0000 2014,14256,25,2,2854,False,85,7,False,False,6,7,3,3141,4,0,27,22,23,3174
713944823951073280,Sun Mar 27 04:24:45 +0000 2016,854,120,1,43,False,54,76,False,True,12,12,7,740,52,0,99,0,0,851
2435746926,Wed Apr 09 17:04:01 +0000 2014,123916,1905,98,84064,False,1548,71,True,True,757,758,75,1044,1374,7,1399,0,24,3200
1030491060,Sun Dec 23 12:41:02 +0000 2012,131021,301,3,5833,False,3128,102,True,True,528,632,1236,1774,97,17,894,498,517,3214
4662599720,Sun Dec 27 17:44:27 +0000 2015,1964,26,0,3263,False,6,0,False,False,174,185,2,1791,2,273,5,1,2,1970
719773340160946176,Tue Apr 12 06:25:11 +0000 2016,2103,0,0,39,False,4,26,False,False,0,0,17,2033,1,2,4,0,2,2037
1326162668,Thu Apr 04 04:41:16 +0000 2013,28012,892,2,19444,False,1444,56,False,True,701,763,674,800,1678,4,1710,71,81,3213
731084233737830400,Fri May 13 11:30:39 +0000 2016,186,130,0,689,False,71,136,False,False,80,80,43,73,92,27,36,0,0,189
1412762282,Wed May 08 12:42:32 +0000 2013,7011,1981,21,20,False,2163,133,False,True,188,153,490,44,1285,30,3043,0,12,3239
419856693,Wed Nov 23 21:45:43 +0000 2011,67657,427,5,5717,False,1221,11,False,True,736,835,637,321,1436,2,2199,0,27,3209
1927281458,Wed Oct 02 15:45:35 +0000 2013,12458,235,3,9231,False,52,86,False,True,36,50,17,2217,35,3020,944,0,956,3209
3194982284,Thu May 14 05:53:11 +0000 2015,895,33,0,164,False,60,139,False,False,660,609,3,0,141,17,399,13,33,891
66214850,Sun Aug 16 23:06:21 +0000 2009,413295,310,663,3164,False,29228,160,True,True,1001,1142,2638,587,5930,985,1703,426,546,3229
2576637169,Thu Jun 19 10:16:54 +0000 2014,384,1562,1,371,False,720,37,False,True,54,60,6,90,22,68,235,0,15,381
2463599811,Sun Apr 06 00:17:42 +0000 2014,101359,49757,136,5,False,63209,142,False,False,0,0,2557,3212,96,26,13,0,7,3225
189924523,Sun Sep 12 16:17:14 +0000 2010,35581,129,4,3013,False,453,54,False,True,672,745,263,319,462,1,2225,2,2,3216
3073198915,Wed Mar 11 13:34:42 +0000 2015,80512,19,7,3,False,14,0,False,False,9,43,8,134,0,55,3081,0,9,3247
709349256465788930,Mon Mar 14 12:03:36 +0000 2016,2315,232,0,1175,False,206,154,False,True,912,961,50,562,1609,28,799,4,14,2294
170614331,Sun Jul 25 08:42:08 +0000 2010,3079,139,0,2235,False,53,154,False,True,2885,3081,3,34,804,5,213,9,24,3095
213810574,Tue Nov 09 21:20:43 +0000 2010,2158,969,9,5377,False,580,120,True,False,626,1151,713,276,1419,213,926,99,452,2154
2963727208,Tue Jan 06 08:16:16 +0000 2015,1998,472,7,17213,False,353,72,True,True,208,205,265,1048,148,1,117,1,1,1365
2764931903,Mon Sep 08 18:16:22 +0000 2014,309,205,0,69,False,44,0,False,True,275,339,31,3,46,0,32,2,3,311
727575685741617152,Tue May 03 19:08:56 +0000 2016,9423,0,99,0,False,72,0,False,False,0,0,38,0,79,2785,3246,0,3246,3246
723294722035441664,Thu Apr 21 23:37:54 +0000 2016,1321,262,0,672,False,309,34,False,False,221,247,535,381,1411,14,711,321,330,1315
574990832,Wed May 09 02:52:29 +0000 2012,114626,11876,88,13775,False,18354,0,False,True,72,332,10335,1363,1567,15,1663,486,1729,3249
3096703153,Wed Mar 18 19:39:53 +0000 2015,80741,84,11,209,False,25,0,False,False,9,43,8,128,0,55,3056,0,9,3216
235460276,Sat Jan 08 06:53:12 +0000 2011,111071,287,3,2729,False,472,40,False,True,872,843,850,1323,320,46,1053,0,16,3189
2207797057,Thu Nov 21 20:38:27 +0000 2013,1378,252,1,68,False,67,34,False,False,77,101,10,1225,15,0,24,0,16,1337
730337263335313408,Wed May 11 10:02:27 +0000 2016,26924,1,66,23,False,6,38,True,False,0,0,24,0,19,3722,3234,158,377,3234
146889214,Sat May 22 16:16:48 +0000 2010,3976,453,0,2669,False,562,8,False,True,825,1076,803,899,3406,334,1251,12,193,3067
