ID,CREATED_AT,STATUSES_COUNT,FRIENDS_COUNT,LISTED_COUNT,USER_FAVORITES,HAS_BEEN_VERIFIED,FOLLOWERS_COUNT,DESCRIPTION_LEN,HAS_URL,HAS_LOCATION,REPLIES,MENTIONS,RETWEETS_OF_USER_TWEETS,RETWEETS_BY_USER,FAVORITE_COUNT_FOR_USER,HASHTAGS,BROADCAST_COMMS,QUOTES,URLS,TWEETS_EXAMINED
167136020,Thu Jul 15 21:06:13 +0000 2010,29103,251,6,77,False,279,137,False,False,10,31,24,2900,6,211,291,62,274,3220
464885090,Sun Jan 15 18:44:35 +0000 2012,206488,5001,45,1478,False,536,46,True,True,8,10,0,3133,1,0,0,0,0,3141
2464207772,Sat Apr 26 06:45:42 +0000 2014,74239,214,84,33617,False,533,52,False,True,2490,9342,149,528,2931,1638,57,26,242,3240
2287576824,Sun Jan 12 03:48:48 +0000 2014,3279,555,0,1076,False,525,138,False,False,417,488,524,957,958,223,1798,62,73,3197
493999394,Thu Feb 16 12:18:22 +0000 2012,696,94,0,272,False,29,0,False,False,89,179,15,399,35,124,160,0,54,675
2791599406,Mon Sep 29 12:55:44 +0000 2014,726,25,1,438,False,16,9,True,True,170,191,16,68,374,11,471,1,51,721
2372208542,Tue Mar 04 17:39:28 +0000 2014,2533,87,1,2037,False,144,22,False,True,154,161,118,1875,73,1,468,130,217,2497
3309840375,Fri Jun 05 22:27:02 +0000 2015,11285,594,2,7925,False,671,139,True,False,911,1534,253,2038,463,493,148,37,42,3231
1221778952,Tue Feb 26 13:49:13 +0000 2013,11657,163,4,19686,False,572,12,False,False,236,151,2643,2002,1399,22,1061,52,128,3213
2786975290,Sat Sep 27 10:02:51 +0000 2014,675,376,1,718,False,100,18,False,True,17,17,1,597,3,42,58,17,24,672
2248545661,Mon Dec 16 10:26:34 +0000 2013,10555,123,2,80,False,85,147,False,True,2106,2384,62,11,81,48,1110,8,268,3224
82003846,Tue Oct 13 03:44:17 +0000 2009,76141,94,26,9929,False,118,144,True,True,693,616,65,986,213,13,1608,2,54,3202
1299718446,Mon Mar 25 14:35:46 +0000 2013,10711,330,2,6415,False,308,34,False,False,324,475,327,1919,1121,78,863,20,171,3174
1702447519,Mon Aug 26 16:57:54 +0000 2013,350582,40021,80,109364,False,57589,78,False,False,410,3879,2698,2721,1272,116,16,21,83,3247
2910814205,Mon Dec 08 11:46:07 +0000 2014,17946,395,44,2,False,353,113,True,True,0,706,28,181,102,50,2345,0,3059,3231
1047239924,Sun Dec 30 08:23:51 +0000 2012,1635,265,0,629,False,260,19,False,False,1225,1409,74,122,862,2,345,0,1,1629
3080847939,Mon Mar 09 02:52:37 +0000 2015,10,62,0,2,False,14,0,False,False,4,4,0,2,0,1,4,1,3,10
941320202,Sun Nov 11 13:37:41 +0000 2012,136458,6,101,76,False,16988,36,True,True,0,9,790,0,308,18,3233,0,3241,3242
362633139,Fri Aug 26 18:36:34 +0000 2011,5262,1375,13,6140,False,882,108,False,False,221,280,419,1121,1197,1869,1808,3,277,3179
2413671283,Thu Mar 27 05:06:18 +0000 2014,16058,135,2,4195,False,119,152,False,False,150,196,160,2207,278,14,779,7,66,3152
430219939,Tue Dec 06 22:21:07 +0000 2011,18072,12,1,0,False,12,51,False,True,0,0,0,0,2,0,3204,0,0,3204
427612079,Sat Dec 03 19:03:56 +0000 2011,3024,173,0,561,False,271,39,False,True,444,552,102,897,360,9,1594,22,819,2957
714125030066688000,Sun Mar 27 16:20:49 +0000 2016,111115,39,0,0,False,1,0,False,False,0,0,0,0,0,14395,3157,0,3157,3157
2421838278,Tue Apr 01 09:31:36 +0000 2014,13614,160,40,6057,False,403,66,False,True,941,883,149,823,1092,89,1416,14,34,3106
724075686407770112,Sun Apr 24 03:21:11 +0000 2016,174,1470,0,0,False,122,77,False,False,0,0,0,13,13,0,161,0,89,174
3423426865,Wed Sep 02 07:20:01 +0000 2015,2529,26,0,2895,False,26,110,True,True,344,320,407,193,3480,22,2026,1,38,2531
2476109815,Sat May 03 23:13:09 +0000 2014,71861,6947,56,144737,False,7091,8,False,False,213,209,33,460,495,176,862,1,327,1527
71782995,Sat Sep 05 11:37:57 +0000 2009,13396,346,4,1454,False,168,43,False,False,522,547,32,1277,87,4,1377,2,83,3180
88106783,Sat Nov 07 03:52:51 +0000 2009,5843,312,6,1316,False,147,71,False,False,896,1588,176,2089,296,37,172,152,156,3190
2971483922,Sat Jan 10 08:46:44 +0000 2015,28131,397,1,2967,False,1657,80,True,True,1656,1593,4757,637,1178,398,1138,55,308,3230
2960067448,Sun Jan 04 10:51:16 +0000 2015,303891,19360,307,16065,False,18044,113,False,True,0,0,0,3240,0,0,0,0,0,3240
3694102154,Sat Sep 26 15:54:28 +0000 2015,4832,1377,15,6755,False,1161,151,True,True,1868,1856,2086,383,6584,234,977,64,73,3183
711659573019410432,Sun Mar 20 21:03:59 +0000 2016,478,1673,1,0,False,1005,0,False,False,0,0,6,0,34,1,478,0,37,478
2960092606,Sun Jan 04 11:17:01 +0000 2015,284236,17220,314,16214,False,15696,42,False,True,0,0,0,3244,0,0,0,0,0,3244
2850876722,Fri Oct 10 18:26:25 +0000 2014,11075,1169,4,857,False,1078,46,False,False,134,138,56,2549,209,155,331,17,109,3011
885985832,Wed Oct 17 03:40:36 +0000 2012,21288,287,4,5058,False,328,118,False,False,1420,1851,188,484,1425,7,1279,78,498,3162
2442522237,Fri Mar 28 17:48:06 +0000 2014,197,50,0,16,False,12,16,False,True,175,179,9,2,62,16,22,0,0,197
375564554,Sun Sep 18 10:45:33 +0000 2011,115102,495,6,6020,False,1460,58,False,True,110,104,1861,2238,146,146,866,20,82,3200
4212125592,Thu Nov 12 12:10:41 +0000 2015,2323,91,0,1140,False,74,92,True,False,1122,1098,174,656,605,45,586,2,19,2310
624580140,Mon Jul 02 08:53:30 +0000 2012,10523,1231,99,24437,False,4511,158,True,True,687,1340,5954,1336,11198,639,1019,89,629,3197
703245927813947392,Fri Feb 26 15:51:09 +0000 2016,4831,3367,0,47,False,4680,84,False,True,162,238,1760,3018,118,16,24,0,0,3204
2979551357,Thu Jan 15 10:18:09 +0000 2015,3260,18934,3,169,False,19517,0,False,True,64,84,2349,2989,383,57,142,0,0,3195
2940074633,Wed Dec 24 22:44:19 +0000 2014,35385,1,0,0,False,6,0,False,True,0,83,0,3121,0,0,27,0,110,3231
3154490386,Fri Apr 10 20:26:02 +0000 2015,256651,3009,167,168118,False,3901,0,False,True,0,0,0,3132,2,0,2,0,0,3134
774303061,Wed Aug 22 19:07:14 +0000 2012,59345,1628,7,8553,False,2579,137,True,True,1355,1747,341,1474,1051,128,330,164,317,3196
4137843317,Sun Nov 08 00:07:52 +0000 2015,5784,124,2,1099,False,238,15,True,True,53,65,315,2262,214,20,889,346,357,3213
3993385461,Mon Oct 19 09:18:11 +0000 2015,2969,26,4,643,False,42,0,False,False,5,16,59,2873,26,129,121,19,22,3001
3406553728,Fri Aug 07 01:52:43 +0000 2015,17057,123,12,2143,False,1072,25,False,True,935,740,18360,1057,15245,29,1479,251,288,3221
3319719121,Wed Aug 19 05:47:01 +0000 2015,5785,58,0,772,False,15,132,False,True,985,561,18,1626,82,17,968,0,14,3146
283669532,Sun Apr 17 19:30:37 +0000 2011,114826,256,317,439868,False,276,133,False,True,20,23,0,3177,9,9,15,0,2,3212
227968351,Sat Dec 18 10:05:39 +0000 2010,79823,350,2,23111,False,959,91,False,True,543,545,1665,1752,355,62,899,1,21,3181
1430475655,Wed May 15 12:58:26 +0000 2013,449,16,0,1,False,17,21,True,True,4,73,6,1,16,16,379,2,474,453
2791501723,Fri Sep 05 08:51:21 +0000 2014,769,251,9,1624,False,82,124,False,True,157,365,79,523,194,151,27,12,42,768
3332051296,Thu Jun 18 01:03:21 +0000 2015,10851,378,0,4496,False,384,0,False,False,85,70,150,2241,208,0,936,51,55,3241
468127450,Thu Jan 19 06:12:08 +0000 2012,36299,365,22,6234,False,1399,53,True,True,525,1399,583,2289,885,280,264,185,214,3141
4704783693,Mon Jan 04 12:41:04 +0000 2016,1377,99,2,1400,False,98,21,False,False,507,586,185,453,595,13,424,87,181,1372
2800582654,Thu Oct 02 18:47:48 +0000 2014,879,301,0,589,False,66,0,False,True,85,112,15,669,33,69,111,0,40,877
135414018,Wed Apr 21 07:01:09 +0000 2010,61,51,0,2,False,10,8,False,True,0,45,0,5,1,53,11,0,53,61
3327225193,Sun Aug 23 20:39:00 +0000 2015,15859,22,0,687,False,29,73,False,True,290,304,254,1563,230,17,1317,0,16,3173
712093174336884738,Tue Mar 22 01:46:57 +0000 2016,274,190,0,269,False,19,42,False,False,2,11,0,257,1,4,12,0,6,275
292562880,Tue May 03 21:16:01 +0000 2011,598849,148732,300,5,False,160704,105,True,True,3,19,4494,0,9305,316,3224,0,1657,3242
2489406989,Thu Apr 17 08:00:11 +0000 2014,13798,145,2,7180,False,112,87,False,False,171,174,30,2936,91,14,46,0,1,3154
2217401528,Wed Nov 27 08:18:03 +0000 2013,3610,1307,42,2701,False,1481,159,False,True,1059,2985,2043,1627,1986,158,179,108,375,3191
2429800559,Sat Mar 22 23:13:36 +0000 2014,23683,409,23,112,False,137,52,False,True,1,4,3,3177,2,0,70,0,70,3248
288716505,Wed Apr 27 10:25:23 +0000 2011,623950,0,215,0,False,165,151,True,True,0,0,11,0,6,1762,3201,0,3201,3201
733971557169680384,Sat May 21 10:43:50 +0000 2016,1,93,0,0,False,1,136,False,True,0,0,0,25,0,0,2,0,0,27
257002148,Thu Feb 24 14:24:15 +0000 2011,164390,261,7,4434,False,941,38,False,False,168,148,1185,1867,271,23,1186,11,73,3195
852667086,Sat Sep 29 11:07:38 +0000 2012,425882,1194,170,1650,False,1143,154,True,True,0,4,38,7,54,11,3202,0,3331,3213
3309431748,Sat Aug 08 08:36:35 +0000 2015,9946,288,1,1286,False,109,62,False,True,61,178,1097,1023,147,2389,2047,155,156,3228
2744746010,Tue Aug 19 12:20:18 +0000 2014,5239,537,3,6433,False,596,15,True,False,1277,1086,569,308,8703,671,1826,4,129,3191
2609918407,Mon Jul 07 15:11:32 +0000 2014,24922,327,5,2461,False,123,126,False,True,302,528,655,1451,83,182,1295,35,393,3224
2957377766,Sat Jan 03 14:28:50 +0000 2015,1599,474,2,268,False,694,160,False,True,399,427,1193,542,744,338,650,28,34,1592
496705466,Sun Feb 19 06:51:02 +0000 2012,34724,17,1,0,False,79,28,False,False,0,0,0,0,0,0,3209,0,0,3209
2589639679,Thu Jun 26 13:44:55 +0000 2014,2909,45,0,16,False,5,0,False,False,8,8,0,756,0,1,1,0,1,765
1469501875,Thu May 30 11:03:34 +0000 2013,19428,8610,16,8,False,9209,157,True,True,0,0,156,0,406,3207,3216,0,1028,3216
2675092453,Wed Jul 23 20:33:05 +0000 2014,37903,205,46,19625,False,695,36,True,True,1540,1458,275,217,3726,19,1535,8,34,3201
708442598260609025,Sat Mar 12 00:00:52 +0000 2016,690,79,1,1203,False,64,38,False,False,225,200,36,435,223,12,63,9,10,690
