ID,CREATED_AT,STATUSES_COUNT,FRIENDS_COUNT,LISTED_COUNT,USER_FAVORITES,HAS_BEEN_VERIFIED,FOLLOWERS_COUNT,DESCRIPTION_LEN,HAS_URL,HAS_LOCATION,REPLIES,MENTIONS,RETWEETS_OF_USER_TWEETS,RETWEETS_BY_USER,FAVORITE_COUNT_FOR_USER,HASHTAGS,BROADCAST_COMMS,QUOTES,URLS,TWEETS_EXAMINED
1121703854,Sat Jan 26 11:21:24 +0000 2013,203949,278,36,17750,False,4580,83,False,True,754,995,354,1781,480,7,661,40,75,3199
486738426,Wed Feb 08 16:21:15 +0000 2012,9077,609,0,3409,False,470,150,False,False,637,718,368,1130,710,377,1436,41,47,3189
4702925894,Sun Jan 03 13:47:16 +0000 2016,422,77,0,130,False,164,43,False,False,119,194,69,218,214,5,77,25,28,425
2541974903,Sun May 11 23:27:33 +0000 2014,488928,2322,71,3082,False,4317,82,False,False,104,192,173,3072,86,6,48,33,57,3230
44429153,Wed Jun 03 19:06:38 +0000 2009,1387,398,1,1207,False,154,0,False,False,738,834,39,405,122,142,253,0,58,1375
2199733370,Sun Nov 17 15:48:29 +0000 2013,88,849,0,4,False,106,151,True,True,73,73,0,20,5,0,6,0,3,99
1285609910,Thu Mar 21 10:13:32 +0000 2013,191854,166,15,4,False,368,43,False,True,0,0,0,0,0,508,3233,0,3233,3233
2480354516,Tue May 06 20:39:47 +0000 2014,8215,363,4,17691,False,518,27,False,True,847,1164,449,1281,2663,26,860,21,126,3057
2784441649,Mon Sep 01 17:06:49 +0000 2014,13730,225,0,0,False,65,105,False,False,0,0,0,0,0,0,3227,0,3227,3227
2361550874,Tue Feb 25 19:33:23 +0000 2014,5448,180,0,1293,False,659,0,False,True,35,40,38,3053,93,1,141,0,5,3233
732402655570485249,Tue May 17 02:49:35 +0000 2016,33,55,5,40,False,4,20,True,True,0,0,0,34,0,0,0,0,0,34
246103,Mon Dec 25 17:32:24 +0000 2006,90927,194679,2813,40506,False,215497,130,True,True,1410,2615,7529,701,12078,1097,873,323,821,3213
3446989097,Wed Aug 26 12:42:09 +0000 2015,83,44,0,524,False,101,0,False,False,30,31,4,50,12,0,3,0,0,83
2784769237,Mon Sep 01 21:38:10 +0000 2014,337868,34610,1530,5,False,31493,148,True,True,0,11,319,3159,39,6,46,0,54,3213
3315712393,Sat Aug 15 05:30:25 +0000 2015,4346,182,8,1312,False,186,77,False,False,1954,2050,162,320,582,9,960,14,21,3210
710670142557044736,Fri Mar 18 03:32:20 +0000 2016,266,100,0,169,False,93,0,False,False,30,32,35,131,29,1,100,9,9,263
1410363572,Tue May 07 14:21:51 +0000 2013,14894,5443,2,44,False,5479,81,False,False,315,289,1277,2402,213,360,489,0,95,3164
613971838,Thu Jun 21 02:59:10 +0000 2012,2785,760,37,2532,False,31,129,False,True,0,0,0,2714,0,0,4,0,0,2718
28473551,Fri Apr 03 01:45:21 +0000 2009,49702,872,55,7338,False,1069,150,False,True,657,2218,440,1379,1440,757,941,277,639,3239
344227481,Thu Jul 28 18:49:12 +0000 2011,10560,994,4,27056,False,858,64,False,True,479,919,754,1263,1762,301,1285,579,914,3202
2308195100,Fri Jan 24 11:19:24 +0000 2014,7749,423,10,7882,False,423,120,False,False,2499,4298,246,393,2995,108,281,198,274,3210
3041733009,Tue Feb 17 01:44:50 +0000 2015,524,117,0,937,False,181,39,False,False,88,156,61,340,245,9,71,0,3,512
2659793089,Sat Jul 19 15:43:44 +0000 2014,9300,348,8,122,False,139,115,False,False,2245,3402,467,101,1041,395,808,642,757,3201
2742692821,Mon Aug 18 18:15:19 +0000 2014,18179,5,1,0,False,5,0,False,False,0,0,0,0,0,0,3238,0,0,3238
2347847158,Mon Feb 17 00:50:26 +0000 2014,18228,420,3,661,False,1134,112,False,True,1003,1478,292,1937,330,49,329,191,235,3239
1423629030,Sun May 12 17:39:57 +0000 2013,49643,3074,320,26076,False,4942,111,True,True,779,706,90,1724,540,51,784,172,292,3214
3095428726,Wed Mar 18 20:54:48 +0000 2015,2076,183,1,582,False,44,27,True,True,4,11,0,2079,2,0,2,0,1,2087
564350577,Fri Apr 27 03:47:08 +0000 2012,58335,875,9,47177,False,487,39,True,True,1455,1525,129,1432,720,71,351,87,155,3193
132849607,Wed Apr 14 10:16:53 +0000 2010,22441,165,1,62,False,336,47,False,False,266,277,73,1634,80,4,301,31,66,2202
700676420134014977,Fri Feb 19 13:40:51 +0000 2016,562,47,1,91,False,57,33,False,False,81,101,43,273,82,2,166,24,26,534
157185400,Sat Jun 19 02:56:43 +0000 2010,1500,10116,52,102,False,117265,41,False,True,0,0,76878,13,54462,0,348,0,0,361
715958918921515008,Fri Apr 01 17:48:02 +0000 2016,5975,1991,2,7473,False,1618,5,False,True,8,8,28,3084,97,0,52,0,0,3144
2295393680,Fri Jan 17 03:21:35 +0000 2014,7525,115,2,431,False,167,122,False,True,160,2206,5,0,134,0,1017,0,0,3202
2955142380,Thu Jan 01 18:38:39 +0000 2015,60865,288,10,21,False,1798,43,True,True,2624,2850,378,191,81,27,524,49,55,3236
715676397377875968,Thu Mar 31 23:05:24 +0000 2016,2530,1980,1,0,False,396,0,False,False,0,0,356,0,515,0,2530,0,2823,2530
96447622,Sun Dec 13 00:13:24 +0000 2009,93856,2491,51,64589,False,2560,141,False,True,842,1961,219,1728,666,232,350,123,349,2934
729340994,Tue Jul 31 22:00:53 +0000 2012,57560,1080,7,4811,False,1818,43,False,True,564,866,501,1511,1025,50,1050,488,675,3224
709609130,Sat Jul 21 21:34:42 +0000 2012,13590,81,10,2184,False,41,34,False,False,68,79,12,1276,29,25,1886,0,62,3238
3994077075,Mon Oct 19 11:30:42 +0000 2015,356,64,0,351,False,98,29,False,True,57,68,276,107,624,7,188,0,0,355
3277666284,Sun Jul 12 18:00:17 +0000 2015,15603,81,5,79,False,1127,152,False,True,1491,2101,387,1486,118,87,346,128,138,3239
2407592172,Sun Mar 23 19:03:37 +0000 2014,115400,189,29,46,False,621,102,False,True,0,26,37,0,77,21,3202,0,140,3228
721104673046990848,Fri Apr 15 22:35:26 +0000 2016,89,11,0,175,False,21,62,False,False,26,42,14,48,38,30,13,1,5,90
3938816593,Sun Oct 18 18:48:36 +0000 2015,245,190,0,828,False,234,0,False,False,102,107,20,15,550,6,125,0,2,241
1887310218,Fri Sep 20 18:07:46 +0000 2013,8540,304,204,550,False,206,98,False,False,236,368,63,2611,105,161,350,82,175,3212
2700793789,Sat Aug 02 12:42:20 +0000 2014,12617,130,1,7906,False,1213,82,True,True,2340,4129,610,333,4581,49,457,113,172,3243
262360017,Mon Mar 07 22:19:56 +0000 2011,50926,1561,6,2247,False,1679,51,False,True,794,954,1364,683,991,54,1738,625,677,3218
2227714503,Sun Dec 15 22:08:09 +0000 2013,5837,1821,1,6,False,920,157,False,False,1,7,55,46,48,4108,3154,0,498,3207
322431631,Thu Jun 23 04:50:54 +0000 2011,4160,1201,6,480,False,419,132,True,True,163,377,65,140,114,91,2773,5,2735,3230
2822626953,Sat Oct 11 12:43:21 +0000 2014,5409,652,6,361,False,145,0,False,False,172,190,28,2695,88,314,254,16,159,3111
11264112,Mon Dec 17 20:33:43 +0000 2007,9889,1127,117,0,False,942,129,True,True,1554,2227,834,1045,1604,397,580,211,761,3237
1730056880,Wed Sep 04 22:17:27 +0000 2013,18583,258,1,274,False,258,51,True,True,49,50,53,1039,140,100,2110,196,228,3197
1550903880,Thu Jun 27 15:54:38 +0000 2013,37227,1200,1,14959,False,1454,85,False,False,364,496,935,1888,910,5,922,119,168,3162
391931668,Sun Oct 16 09:36:12 +0000 2011,1643,51129,41,4634,False,60691,101,True,True,489,553,273504,134,81965,86,958,82,150,1530
82119871,Tue Oct 13 15:27:43 +0000 2009,14806,220,11,3264,False,1616,133,True,True,0,41,0,3175,0,0,15,0,56,3231
3514399156,Tue Sep 01 16:41:02 +0000 2015,7102,351,2,0,False,154,30,False,False,0,1,12,0,23,343,3230,0,1,3231
4559515755,Mon Dec 21 18:27:33 +0000 2015,24068,95,0,12280,False,385,114,False,False,89,313,560,2874,1973,260,88,7,7,3180
393902330,Wed Oct 19 08:10:18 +0000 2011,37896,141,16,170,False,381,80,False,True,2,2,106,2974,8,1,234,198,205,3210
3364204919,Tue Jul 07 14:10:49 +0000 2015,5631,194,0,2793,False,579,68,False,True,455,399,626,719,1417,71,2118,503,701,3195
2546264692,Wed May 14 01:35:43 +0000 2014,1510,364,1,1311,False,318,54,False,False,314,471,221,719,640,20,427,1,40,1465
1469729382,Thu May 30 13:33:15 +0000 2013,318,69,0,1572,False,69,9,False,False,62,72,16,98,406,5,151,0,0,317
1942210189,Sun Oct 06 22:10:49 +0000 2013,1772,758,1,339,False,50,0,True,True,12,103,1,12,107,9,1658,0,1705,1772
83653792,Mon Oct 19 18:04:16 +0000 2009,494,1122,10,58,False,1140,41,False,True,89,135,153,217,254,51,115,45,101,429
173150260,Sat Jul 31 15:38:49 +0000 2010,17746,34,3,178,False,49,0,False,True,2,112,3,4,18,0,3095,0,3203,3210
2462565289,Fri Apr 25 02:46:25 +0000 2014,5302,207,0,2958,False,337,0,False,False,348,404,915,2173,1067,40,679,13,56,3199
3986611185,Sun Oct 18 11:36:03 +0000 2015,612,2,2,5,False,8,126,True,True,2,8,10,5,4,210,605,0,609,612
441772173,Tue Dec 20 12:00:59 +0000 2011,11215,743,0,4397,False,342,96,False,True,2339,3410,165,378,817,48,488,15,161,3213
3296709357,Sun May 24 16:41:34 +0000 2015,560,114,1,2,False,16,0,False,False,2,2,0,717,2,0,0,0,0,719
4898080642,Thu Feb 11 13:40:47 +0000 2016,26546,75,21,27042,False,101,67,False,True,13,14,0,3235,1,0,0,0,0,3248
1517160102,Fri Jun 14 18:09:41 +0000 2013,7330,1819,1,23287,False,2071,30,True,True,158,173,145,1666,3761,220,1347,4,17,3177
1049833753,Mon Dec 31 08:17:36 +0000 2012,9894,328,3,177,False,332,34,False,True,2098,2536,60,190,635,41,941,7,39,3202
2302915716,Tue Jan 21 11:10:46 +0000 2014,30201,2951,43,16165,False,1617,147,False,True,58,131,15,3125,14,0,7,7,15,3201
3120870337,Tue Mar 31 16:23:28 +0000 2015,15852,727,3,11093,False,428,91,False,True,296,424,86,2677,351,34,177,104,115,3213
